DAG
at1 has 1 parent(s): {cl}
at2 has 1 parent(s): {cl}
at3 has 1 parent(s): {cl}
cl has 0 parent(s): {}
GlobalHidden_0 has 0 parent(s): {}

Sample	GlobalHidden_0	 Accuracy
25800	12.384787706559077	0.85
25900	12.384787706559077	0.83
26000	12.384787706559077	0.85
26100	12.384787706559077	0.83
26200	12.384787706559077	0.82
26300	12.384787706559077	0.89
26400	12.384787706559077	0.82
26500	12.384787706559077	0.83
26600	12.384787706559077	0.83
26700	12.384787706559077	0.84
26800	12.384787706559077	0.74
26900	12.384787706559077	0.83
27000	12.384787706559077	0.83
27100	12.384787706559077	0.79
27200	12.384787706559077	0.89
27300	12.384787706559077	0.84
27400	12.384787706559077	0.83
27500	12.384787706559077	0.85
27600	12.384787706559077	0.84
27700	12.384787706559077	0.91
27800	12.384787706559077	0.81
27900	12.384787706559077	0.88
28000	12.384787706559077	0.8
28100	12.384787706559077	0.81
28200	12.384787706559077	0.85
28300	12.384787706559077	0.82
28400	12.384787706559077	0.83
28500	12.384787706559077	0.84
28600	12.384787706559077	0.8
28700	12.384787706559077	0.9
28800	12.384787706559077	0.82
28900	12.384787706559077	0.8
29000	12.384787706559077	0.83
29100	12.384787706559077	0.88
29200	12.384787706559077	0.78
29300	12.384787706559077	0.92
29400	12.384787706559077	0.91
29500	12.384787706559077	0.84
29600	12.384787706559077	0.86
29700	12.384787706559077	0.8
29800	12.384787706559077	0.82
29900	12.384787706559077	0.91
30000	12.384787706559077	0.78
30100	12.384787706559077	0.83
30200	12.384787706559077	0.76
30300	12.384787706559077	0.75
30400	12.384787706559077	0.84
30500	12.384787706559077	0.85
30600	12.384787706559077	0.88
30700	12.384787706559077	0.74
30800	12.384787706559077	0.85
30900	12.384787706559077	0.86
31000	12.384787706559077	0.82
31100	12.384787706559077	0.82
31200	12.384787706559077	0.88
31300	12.384787706559077	0.82
31400	12.384787706559077	0.81
31500	12.384787706559077	0.85
31600	12.384787706559077	0.83
31700	12.384787706559077	0.73
31800	12.384787706559077	0.81
31900	12.384787706559077	0.81
32000	12.384787706559077	0.81
32100	12.384787706559077	0.85
32200	12.384787706559077	0.83
32300	12.384787706559077	0.85
32400	12.384787706559077	0.91
32500	12.384787706559077	0.85
32600	12.384787706559077	0.83
32700	12.384787706559077	0.76
32800	12.384787706559077	0.91
32900	12.384787706559077	0.82
33000	12.384787706559077	0.93
33100	12.384787706559077	0.86
33200	12.384787706559077	0.8
33300	12.384787706559077	0.83
33400	12.384787706559077	0.84
33500	12.384787706559077	0.82
33600	12.384787706559077	0.81
33700	12.384787706559077	0.8
33800	12.384787706559077	0.75
33900	12.384787706559077	0.83
34000	12.384787706559077	0.91
34100	12.384787706559077	0.73
34200	12.384787706559077	0.82
34300	12.384787706559077	0.82
34400	12.384787706559077	0.8
34500	12.384787706559077	0.84
34600	12.384787706559077	0.83
34700	12.384787706559077	0.83
34800	12.384787706559077	0.82
34900	12.384787706559077	0.85
35000	12.384787706559077	0.82
35100	12.384787706559077	0.85
35200	12.384787706559077	0.84
35300	12.384787706559077	0.89
35400	12.384787706559077	0.87
35500	12.384787706559077	0.8
35600	12.384787706559077	0.85
35700	12.384787706559077	0.78
35800	12.384787706559077	0.86
35900	12.384787706559077	0.77
36000	12.384787706559077	0.87
36100	12.384787706559077	0.89
36200	12.384787706559077	0.82
36300	12.384787706559077	0.9
36400	12.384787706559077	0.8
36500	12.384787706559077	0.85
36600	12.384787706559077	0.77
36700	12.384787706559077	0.86
36800	12.384787706559077	0.86
36900	12.384787706559077	0.86
37000	12.384787706559077	0.86
37100	12.384787706559077	0.86
37200	12.384787706559077	0.86
37300	12.384787706559077	0.83
37400	12.384787706559077	0.87
37500	12.384787706559077	0.84
37600	12.384787706559077	0.82
37700	12.384787706559077	0.87
37800	12.384787706559077	0.83
37900	12.384787706559077	0.82
38000	12.384787706559077	0.82
38100	12.384787706559077	0.89
38200	12.384787706559077	0.9
38300	12.384787706559077	0.81
38400	12.384787706559077	0.84
38500	12.384787706559077	0.86
38600	12.384787706559077	0.81
38700	12.384787706559077	0.79
38800	12.384787706559077	0.83
38900	12.384787706559077	0.8
39000	12.384787706559077	0.83
39100	12.384787706559077	0.83
39200	12.384787706559077	0.83
39300	12.384787706559077	0.8
39400	12.384787706559077	0.87
39500	12.384787706559077	0.85
39600	12.384787706559077	0.84
39700	12.384787706559077	0.85
39800	12.384787706559077	0.87
39900	12.384787706559077	0.85
40000	12.384787706559077	0.79
40100	12.384787706559077	0.77
40200	12.384787706559077	0.8
40300	12.384787706559077	0.81
40400	12.384787706559077	0.81
40500	12.384787706559077	0.84
40600	12.384787706559077	0.84
40700	12.384787706559077	0.85
40800	12.384787706559077	0.89
40900	12.384787706559077	0.85
41000	12.384787706559077	0.88
41100	12.384787706559077	0.85
41200	12.384787706559077	0.86
41300	12.384787706559077	0.9
41400	12.384787706559077	0.84
41500	12.384787706559077	0.8
41600	12.384787706559077	0.88
41700	12.384787706559077	0.89
41800	12.384787706559077	0.89
41900	12.384787706559077	0.86
42000	12.384787706559077	0.91
42100	12.384787706559077	0.86
42200	12.384787706559077	0.89
42300	12.384787706559077	0.78
42400	12.384787706559077	0.85
42500	12.384787706559077	0.82
42600	12.384787706559077	0.88
42700	12.384787706559077	0.87
42800	12.384787706559077	0.81
42900	12.384787706559077	0.85
43000	12.384787706559077	0.88
43100	12.384787706559077	0.84
43200	12.384787706559077	0.86
43300	12.384787706559077	0.88
43400	12.384787706559077	0.81
43500	12.384787706559077	0.79
43600	12.384787706559077	0.86
43700	12.384787706559077	0.88
43800	12.384787706559077	0.86
43900	12.384787706559077	0.88
44000	12.384787706559077	0.85
44100	12.384787706559077	0.88
44200	12.384787706559077	0.91
44300	12.384787706559077	0.85
44400	12.384787706559077	0.92
44500	12.384787706559077	0.89
44600	12.384787706559077	0.83
44700	12.384787706559077	0.81
44800	12.384787706559077	0.83
44900	12.384787706559077	0.86
45000	12.384787706559077	0.86
45100	12.384787706559077	0.83
45200	12.384787706559077	0.82
45300	12.384787706559077	0.75
45400	12.384787706559077	0.8
45500	12.384787706559077	0.85
45600	12.384787706559077	0.83
45700	12.384787706559077	0.83
45800	12.384787706559077	0.83
45900	12.384787706559077	0.74
46000	12.384787706559077	0.85
46100	12.384787706559077	0.77
46200	12.384787706559077	0.77
46300	12.384787706559077	0.8
46400	12.384787706559077	0.85
46500	12.384787706559077	0.8
46600	12.384787706559077	0.8
46700	12.384787706559077	0.81
46800	12.384787706559077	0.82
46900	12.384787706559077	0.8
47000	12.384787706559077	0.87
47100	12.384787706559077	0.82
47200	12.384787706559077	0.79
47300	12.384787706559077	0.85
47400	12.384787706559077	0.87
47500	12.384787706559077	0.85
47600	12.384787706559077	0.81
47700	12.384787706559077	0.82
47800	12.384787706559077	0.82
47900	12.384787706559077	0.82
48000	12.384787706559077	0.91
48100	12.384787706559077	0.81
48200	12.384787706559077	0.79
48300	12.384787706559077	0.78
48400	12.384787706559077	0.82
48500	12.384787706559077	0.82
48600	12.384787706559077	0.85
48700	12.384787706559077	0.8
48800	12.384787706559077	0.73
48900	12.384787706559077	0.86
49000	12.384787706559077	0.79
49100	12.384787706559077	0.82
49200	12.384787706559077	0.89
49300	12.384787706559077	0.82
49400	12.384787706559077	0.85
49500	12.384787706559077	0.89
49600	12.384787706559077	0.84
49700	12.384787706559077	0.78
49800	12.384787706559077	0.8
49900	12.384787706559077	0.89
50000	12.384787706559077	0.81
50100	12.384787706559077	0.84
50200	12.384787706559077	0.82
50300	12.384787706559077	0.87
50400	12.384787706559077	0.88
50500	12.384787706559077	0.81
50600	12.384787706559077	0.85
50700	12.384787706559077	0.82
50800	12.384787706559077	0.88
50900	12.384787706559077	0.87
51000	12.384787706559077	0.8
51100	12.384787706559077	0.87
51200	12.384787706559077	0.87
51300	12.384787706559077	0.82
51400	12.384787706559077	0.89
51500	12.384787706559077	0.85
51600	12.384787706559077	0.75
51700	12.384787706559077	0.8
51800	12.384787706559077	0.89
51900	12.384787706559077	0.83
52000	12.384787706559077	0.81
52100	12.384787706559077	0.86
52200	12.384787706559077	0.89
52300	12.384787706559077	0.84
52400	12.384787706559077	0.83
52500	12.384787706559077	0.87
52600	12.384787706559077	0.82
52700	12.384787706559077	0.81
52800	12.384787706559077	0.82
52900	12.384787706559077	0.86
53000	12.384787706559077	0.79
53100	12.384787706559077	0.82
53200	12.384787706559077	0.72
53300	12.384787706559077	0.81
53400	12.384787706559077	0.82
53500	12.384787706559077	0.81
53600	12.384787706559077	0.83
53700	12.384787706559077	0.91
53800	12.384787706559077	0.84
53900	12.384787706559077	0.84
54000	12.384787706559077	0.91
54100	12.384787706559077	0.82
54200	12.384787706559077	0.87
54300	12.384787706559077	0.82
54400	12.384787706559077	0.88
54500	12.384787706559077	0.87
54600	12.384787706559077	0.85
54700	12.384787706559077	0.82
54800	12.384787706559077	0.86
54900	12.384787706559077	0.85
55000	12.384787706559077	0.81
55100	12.384787706559077	0.86
55200	12.384787706559077	0.81
55300	12.384787706559077	0.78
55400	12.384787706559077	0.83
55500	12.384787706559077	0.85
55600	12.384787706559077	0.79
55700	12.384787706559077	0.76
55800	12.384787706559077	0.82
55900	12.384787706559077	0.84
56000	12.384787706559077	0.9
56100	12.384787706559077	0.88
56200	12.384787706559077	0.79
56300	12.384787706559077	0.85
56400	12.384787706559077	0.86
56500	12.384787706559077	0.87
56600	12.384787706559077	0.83
56700	12.384787706559077	0.84
56800	12.384787706559077	0.82
56900	12.384787706559077	0.85
57000	12.384787706559077	0.8
57100	12.384787706559077	0.8
57200	12.384787706559077	0.86
57300	12.384787706559077	0.82
57400	12.384787706559077	0.85
57500	12.384787706559077	0.86
57600	12.384787706559077	0.87
57700	12.384787706559077	0.81
57800	12.384787706559077	0.78
57900	12.384787706559077	0.87
58000	12.384787706559077	0.82
58100	12.384787706559077	0.9
58200	12.384787706559077	0.8
58300	12.384787706559077	0.82
58400	12.384787706559077	0.89
58500	12.384787706559077	0.81
58600	12.384787706559077	0.83
58700	12.384787706559077	0.86
58800	12.384787706559077	0.86
58900	12.384787706559077	0.82
59000	12.384787706559077	0.81
59100	12.384787706559077	0.87
59200	12.384787706559077	0.82
59300	12.384787706559077	0.87
59400	12.384787706559077	0.89
59500	12.384787706559077	0.8
59600	12.384787706559077	0.81
59700	12.384787706559077	0.77
59800	12.384787706559077	0.76
59900	12.384787706559077	0.86
60000	12.384787706559077	0.86
0.8421630615640611
